Character,Sentence,Negative,Neutral,Positive,Compound,EXT_Pos,EXT_Neg,NEU_Pos,NEU_Neg,AGR_Pos,AGR_Neg,CON_Pos,CON_Neg,OPN_Pos,OPN_Neg
harry," all right there, ron? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, all right. hermione? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, good job. ,0.0,0.256,0.744,0.4404,1,0,1,0,1,0,0,0,1,0
harry, one minute.  ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," thanks, hagrid.  ",0.0,0.256,0.744,0.4404,1,0,1,0,0,0,0,0,1,0
harry," but hagrid, we're not allowed to do magic away from hogwarts. you know that. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, i'm not going home. not really. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," i can’t let you out, hedwig.  ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i’m not allowed to use magic outside of school.  ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
harry," besides, if uncle vernon… ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, now you’ve done it. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry, but she’s bored!  ,0.595,0.405,0.0,-0.4482,0,1,0,1,0,0,0,0,0,1
harry, if i could only let out for an hour or two ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, but i haven’t had any messages from any of my friends... not one… all summer. ,0.0,0.771,0.229,0.631,1,0,1,0,1,0,0,0,1,0
harry," i’ll be in my bedroom, making no noise and pretending that i don’t exist. ",0.141,0.769,0.09,-0.2023,0,1,0,1,0,0,0,0,0,1
harry, who are you? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," not to be to be rude or anything, but this isn’t a great time for me to have a house elf in my bedroom. ",0.067,0.742,0.191,0.6858,1,0,1,0,1,0,0,0,1,0
harry, why don’t you sit down? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," dobby, ssh! i’m sorry!  ",0.386,0.614,0.0,-0.2225,0,1,0,1,0,0,0,0,0,1
harry," i didn’t mean to offend you, or anything. ",0.239,0.761,0.0,-0.296,0,1,0,1,0,1,0,0,0,1
harry, you can’t have met many decent wizards then. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," stop, dobby! ",0.714,0.286,0.0,-0.3595,0,1,0,1,0,0,0,0,0,1
harry," dobby, shh! ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," dobby, please stop! ",0.38,0.173,0.448,0.1007,1,0,1,0,0,0,0,0,1,0
harry," stop! stop, dobby.  ",0.824,0.176,0.0,-0.5707,0,1,0,1,0,0,0,0,0,1
harry, please be quiet!  ,0.0,0.436,0.564,0.3802,0,0,1,0,1,0,0,0,1,0
harry, are you all right? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, your family? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, what terrible things?  ,0.608,0.392,0.0,-0.4767,0,1,0,1,0,1,0,0,0,1
harry, who’s plotting them? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, ok– i- understand. you can’t- say. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," dobby! dobby, put the lamp down. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, give me the lamp! dobby stop! ,0.358,0.642,0.0,-0.4184,0,1,0,1,0,1,0,0,0,1
harry," get in there, and keep quiet! ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
harry, i- i was just— ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, sorry. ,1.0,0.0,0.0,-0.0772,0,1,0,1,0,1,0,0,0,1
harry," yes, sir... see why i’ve got to go back?  ",0.0,0.748,0.252,0.4019,1,0,1,0,0,0,0,0,1,0
harry, i don’t belong here.  ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," i belong in your world, at hogwarts.  ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, it’s the only place i’ve got friends! ,0.0,0.639,0.361,0.5255,1,0,1,0,0,0,0,0,1,0
harry," well, i expect they’ve... been- hang on-  ",0.0,0.741,0.259,0.2732,1,0,1,0,0,0,1,0,1,0
harry, how do you know my friends haven’t been writing to me? ,0.0,0.763,0.237,0.4767,1,0,1,0,1,0,0,0,1,0
harry," give me those, now! ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," dobby, get back here! ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," dobby, please, no! ",0.0,0.436,0.564,0.3802,1,0,1,0,0,0,0,0,1,0
harry, i can’t. hogwarts is my home! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, ron! fred. george.  ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, what are you all doing here? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, ahh- ahh! ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
harry, let go of me! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, get off! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, i think it’s brilliant ,0.0,0.441,0.559,0.5859,1,0,1,0,0,0,0,0,1,0
harry, hello. w-what did i do? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, raids? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," oh, sorry sir. i’m harry, sir, harry potter. ",0.157,0.843,0.0,-0.0772,0,1,0,1,0,0,0,0,0,1
harry," oh, umm... ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, floo powder? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, diagonally. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," i'm fine, thank you. i was just going... ",0.0,0.583,0.417,0.5106,1,0,1,0,1,0,1,0,1,0
harry,  no. please... ,0.0,0.303,0.697,0.3182,1,0,1,0,0,0,0,0,1,0
harry, hagrid! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," i was lost, i... ",0.434,0.566,0.0,-0.3182,0,1,0,1,0,0,0,0,0,1
harry, hang on. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, what were you doing down there then? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, it's great to see you too. ,0.0,0.549,0.451,0.6249,1,0,1,0,1,0,0,0,1,0
harry, i definitely need to remember that one. ,0.0,0.69,0.31,0.4019,1,0,1,0,1,0,0,0,1,0
harry, thank you. bye. ,0.0,0.444,0.556,0.3612,1,0,1,0,0,0,0,0,1,0
harry, voldemort killed my parents. ,0.6,0.4,0.0,-0.6705,0,1,0,1,0,0,0,0,0,1
harry, he was nothing more than a murderer. ,0.448,0.552,0.0,-0.7063,0,1,0,1,0,0,0,0,0,1
harry, let's go. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, sorry. ,1.0,0.0,0.0,-0.0772,0,1,0,1,0,1,0,0,0,1
harry, lost control of the trolley. ,0.365,0.635,0.0,-0.3182,0,1,0,1,0,0,0,1,0,1
harry, why can't we get through? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, the train leaves at exactly 11:00. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, we've missed it. ,0.524,0.476,0.0,-0.296,0,1,0,1,0,0,0,1,0,1
harry, maybe we should just go and wait by the car. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," ron, i should tell you most muggles aren't accustomed to seeing a flying car. ",0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
harry," come on, then. let's go lower. ",0.306,0.694,0.0,-0.296,0,1,0,1,0,1,0,0,0,1
harry, we need to find the train. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, all we need to do is catch up with the train. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, do you hear that? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, hold on. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i'm trying. your hand's all sweaty. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, i think we found the train. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, up! up! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," up! ron, mind that tree! ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, be thankful it's not your neck. ,0.0,0.575,0.425,0.5719,1,0,1,0,0,0,1,0,1,0
harry, i don't know. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," come on, go! fast! ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," see you, hedwig. ",0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
harry, so a house-elf shows up in my bedroom we can't get through the barrier to platform 93/4... ,0.086,0.914,0.0,-0.128,0,1,0,1,0,1,0,0,0,1
harry, we almost get killed by a tree... ,0.413,0.587,0.0,-0.6395,0,1,0,1,0,0,0,0,0,1
harry, clearly someone doesn't want me here this year. ,0.123,0.605,0.272,0.3565,1,0,1,0,0,0,1,0,1,0
harry, professor dumbledore. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, professor mcgonagall. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, you're doomed. ,0.808,0.192,0.0,-0.6369,0,1,0,1,0,1,0,0,0,1
harry," hi, colin. nice to meet you. ",0.0,0.641,0.359,0.4215,1,0,1,0,0,0,0,0,1,0
harry, stop. hold still! ,0.555,0.445,0.0,-0.3595,0,1,0,1,0,0,0,0,0,1
harry, malfoy? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," no, colin, get out of the way. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, let's take him to hagrid's. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, he'll know what to do. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, malfoy. he called hermione... ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," well, i don't know exactly what it means. ",0.0,0.769,0.231,0.2732,1,0,1,0,0,0,0,0,1,0
harry, what's a mudblood? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, that's horrible. ,0.778,0.222,0.0,-0.5423,0,1,0,1,0,0,0,0,0,1
harry, not really. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, what? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, that voice. ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
harry, didn't you hear it? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, spooky. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, did you hear it? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, that voice. ,0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
harry, i heard it first in lockhart's office. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, and then again just... ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, it's moving. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i think it's going to kill. ,0.485,0.515,0.0,-0.6908,0,1,0,1,0,0,0,0,0,1
harry, strange. ,1.0,0.0,0.0,-0.2023,0,1,0,1,0,0,0,0,0,1
harry, i've never seen spiders act like that. ,0.0,0.706,0.294,0.3612,1,0,1,0,0,0,1,0,1,0
harry," oh, no. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, it's filch's cat. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, it's mrs. norris. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry, no. no. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," it's not true, sir. i swear. ",0.469,0.531,0.0,-0.3678,0,1,0,1,0,0,0,0,0,1
harry, i never touched mrs. norris. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry, when i said i wasn't hungry. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, we were heading back to the common room when we found mrs. norris. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry, strange? ,1.0,0.0,0.0,-0.2023,0,1,0,1,0,0,0,0,0,1
harry, do you think i should have told them? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," dumbledore and the others, i mean? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," if there really is a chamber of secrets, and it has been opened, that means...  ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," maybe ron's right, hermione. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," i mean, look at his family. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, the whole lot of them have been in slytherin for centuries. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, how long will it take to make? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, a month? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," but, hermione, ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, if malfoy is the heir of slytherin he could attack half the muggle-borns in the school by then. ,0.154,0.846,0.0,-0.4767,0,1,0,1,0,0,0,0,0,1
harry," wood, look out! ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry, thank you. ,0.0,0.286,0.714,0.3612,1,0,1,0,0,0,0,0,1,0
harry, no. i think my arm is broken. ,0.341,0.659,0.0,-0.4767,0,1,0,1,0,0,0,0,0,1
harry," no, not you. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, dobby? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, it was you.  ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, you stopped the barrier from letting ron and me through. ,0.298,0.702,0.0,-0.34,0,1,0,1,0,0,0,0,0,1
harry, you nearly got ron and me expelled. ,0.25,0.75,0.0,-0.25,0,1,0,1,0,0,0,0,0,1
harry, your bludger? you made that bludger chase after me? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," you better clear off before my bones come back dobby, or i might strangle you. ",0.0,0.703,0.297,0.6705,1,0,1,0,0,0,0,0,1,0
harry, i don't suppose you could tell me why you're trying to kill me? ,0.281,0.719,0.0,-0.6908,0,1,0,1,0,0,0,1,0,1
harry," why do you wear that thing, dobby? ",0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0
harry, repeat itself? you mean this has happened before? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, stop it! ,0.714,0.286,0.0,-0.3595,0,1,0,1,0,0,0,0,0,1
harry," stop it, dobby! ",0.555,0.445,0.0,-0.3595,0,1,0,1,0,0,0,0,0,1
harry, tell me dobby when did this happen before? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, who's doing it now? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," no, dobby. tell me. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, who is it? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," thank you, sir. ",0.0,0.444,0.556,0.3612,1,0,1,0,0,0,0,0,1,0
harry, you wish. ,0.0,0.27,0.73,0.4019,1,0,1,0,1,0,0,0,1,0
harry, rictusempra! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i'm a what? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i know. i accidentally set a python on my cousin dudley at the zoo once. ,0.146,0.854,0.0,-0.34,0,1,0,1,0,0,0,0,0,1
harry, once. but so what? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i bet loads of people here can do it. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, what's bad? if i hadn't told that snake not to attack justin... ,0.218,0.623,0.159,-0.2373,0,1,0,1,0,0,0,0,0,1
harry, you were there. you heard me. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, i spoke a different language? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, but i didn't realize... ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, how can i speak a language without knowing i can? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, but i'm not. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i can't be. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i'll see you back in the common room. ,0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0
harry, no. mr. filch! you don't understand... ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, professor i swear i didn't. ,0.231,0.769,0.0,-0.0516,0,1,0,1,0,0,0,1,0,1
harry, professor dumbledore? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i...i..i was just wondering if you put me in the right house. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, you're wrong. ,0.756,0.244,0.0,-0.4767,0,1,0,1,0,1,0,1,0,1
harry, professor. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, your bird...there was nothing i could do. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
harry, he just caught fire. ,0.444,0.556,0.0,-0.34,0,1,0,1,0,1,0,0,0,1
harry," you don't think it was me, professor? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry," no, sir. nothing ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, crabbe and goyle. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," ron, maybe i should do it. ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
harry, wingardium leviosa. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," come on, let's get them. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, ron. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, we still sound like ourselves. ,0.0,0.615,0.385,0.3612,1,0,1,0,1,0,0,0,1,0
harry, you need to sound more like crabbe. ,0.0,0.682,0.318,0.4201,1,0,0,0,0,0,0,0,1,0
harry, excellent. ,0.0,0.0,1.0,0.5719,1,0,1,0,0,0,1,0,1,0
harry," hermione, are you okay? ",0.0,0.612,0.388,0.2263,1,0,1,0,1,0,0,0,1,0
harry, come on. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, i think the slytherin common room's this way. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, i'm... ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, ah- um.. reading. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
harry, you're wrong! ,0.772,0.228,0.0,-0.5255,0,1,0,1,0,1,0,1,0,1
harry, harry potter? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, but then you must have some idea who's behind it all. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, it's his stomachache. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, calm down. ,0.0,0.303,0.697,0.3182,1,0,1,0,1,0,0,0,1,0
harry, hair! ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
harry," hermione, come out. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, we've got loads to tell you. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, hermione? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, are you okay? ,0.0,0.513,0.487,0.2263,1,0,1,0,1,0,0,0,1,0
harry, she should be out of hospital in a few days when she stops coughing up fur balls. ,0.091,0.909,0.0,-0.1531,0,0,0,1,0,0,0,0,0,1
harry, what's this? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, looks like moaning myrtle's flooded the bathroom. ,0.157,0.562,0.281,0.2732,1,0,0,0,1,0,0,0,1,0
harry, why would i throw something at you? ,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0
harry," but who threw it at you, anyway? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," ""tom marvolo riddle."" ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, my name is harry potter. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0,1,0
harry, do you know anything about the chamber of secrets? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, can you tell me? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, excuse me.  ,0.0,0.435,0.565,0.0772,1,0,1,0,0,0,1,0,1,0
harry, could you tell me what's going on here? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, are you tom riddle? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," hello, can you hear me? ",0.0,1.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0
harry, dumbledore? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, hagrid! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, haagriiid! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, wow! ,0.0,0.0,1.0,0.6239,1,0,1,0,1,0,0,0,1,0
harry, it was hagrid.  ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, hagrid opened the chamber of secrets 50 years ago. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," the monster had killed somebody, ron. ",0.474,0.526,0.0,-0.6705,0,1,0,1,0,0,0,0,0,1
harry, what would any of us have done? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry," what's that you've got, hagrid? ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, and they found it. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, tom riddle's diary is gone. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, no. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," we've got to talk to hagrid, ron. ",0.0,1.0,0.0,0.0,0,0,1,0,0,0,1,0,1,0
harry, i can't believe it's him but if he did set the monster loose last time he'll know how to get inside the chamber of secrets. that's a start. ,0.098,0.902,0.0,-0.4497,0,1,0,1,0,0,0,0,0,1
harry, i think it's time to get my dad's old cloak out again. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, what's that for? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," hagrid, are you okay? ",0.0,0.612,0.388,0.2263,1,0,1,0,1,0,0,0,1,0
harry, did you hear about hermione? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," look, we have to ask you something. ",0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, do you know who's opened the chamber of secrets? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, look. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, come on. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," come on, fang. ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, come on. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, you heard what hagrid said. ,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,1,0
harry, follow the spiders. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, shush! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, come on. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, don't panic. ,0.0,0.27,0.73,0.4023,1,0,1,0,0,0,0,0,1,0
harry, we're friends of hagrid's. ,0.0,0.492,0.508,0.4767,1,0,1,0,1,0,1,0,1,0
harry, and you? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," you're aragog, aren't you? ",0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," he's in trouble. up at the school, there have been attacks. ",0.384,0.616,0.0,-0.6808,0,1,0,1,0,0,0,0,0,1
harry, they think it's hagrid. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, they think he opened the chamber of secrets. like before. ,0.0,0.783,0.217,0.3612,1,0,1,0,0,0,0,0,1,0
harry, then you're not the monster? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," but if you're not the monster, then what did kill that girl 50 years ago? ",0.319,0.681,0.0,-0.8201,0,1,0,1,0,0,0,0,0,1
harry, but have you seen it? ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, what? ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry," well, thank you. ",0.0,0.179,0.821,0.5574,1,0,1,0,1,0,0,0,1,0
harry, we'll just go. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," one, but it's not powerful enough for all of them. ",0.25,0.75,0.0,-0.4585,0,1,0,1,0,0,0,0,0,1
harry, let's go! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, arania exumai! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, go! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, arania exumai! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, don't mention it. ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, get us out of here. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,1,0,1,0
harry, now! ,0.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,1,0
harry, come on! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry," come on, move faster! ",0.0,1.0,0.0,0.0,0,0,1,0,1,0,0,0,1,0
harry, come on! go! ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
harry, get us in the air. ,0.0,1.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0
